time,n1,n2,n3,n4,n5,n6,n7
16278,25.7,137.9,264.6,175.5,155.8,159.9,72
16279,25.7,137.9,264.4,175.5,155.8,159.9,72
16280,25.6,137.9,264.5,175.6,155.7,159.9,72
16281,25.7,138,264.6,175.7,155.8,159.9,72
16282,25.7,138,264.6,175.6,155.8,159.9,72
16283,25.7,137.9,264.6,175.6,155.8,159.8,71.9
16284,25.7,137.9,264.6,175.6,155.7,159.7,71.8
16285,25.7,137.9,264.6,175.6,155.8,159.9,71.9
16286,25.7,137.9,264.6,175.6,155.8,160.1,71.9
16287,25.7,137.9,264.7,175.6,155.8,159.9,71.9
16288,25.7,137.9,264.6,175.6,155.8,160.1,72
16289,25.7,137.9,264.7,175.6,155.9,160.2,71.9
16290,25.7,137.9,264.6,175.6,155.9,160.1,72
16291,25.8,137.9,264.6,175.5,155.9,160.1,72.1
16292,25.6,137.8,264.6,175.5,155.8,159.9,71.9
16293,25.7,137.8,264.6,175.5,155.8,159.7,72
16294,25.6,137.8,264.5,175.5,155.8,159.9,72
16295,25.6,137.8,264.6,175.4,155.8,160,72
16296,25.6,137.8,264.4,175.5,155.8,159.9,71.9
16297,25.6,137.8,264.5,175.4,155.8,160,72
16298,25.6,137.8,264.4,175.4,155.8,159.9,72
16299,25.6,137.8,264.4,175.4,155.8,159.9,72
16300,25.6,137.7,264.4,175.5,155.7,159.8,72
16301,25.7,137.8,264.4,175.5,155.7,159.6,71.9
16302,25.7,137.8,264.4,175.5,155.7,159.6,72
16303,25.7,137.9,264.6,175.6,155.8,159.9,72.1
16304,25.7,137.9,264.6,175.6,155.8,159.9,72.1
16305,25.7,137.9,264.6,175.6,155.8,159.9,72.1
16306,25.7,137.9,264.6,175.6,155.8,159.9,72.1
16307,25.7,137.9,264.6,175.6,155.8,159.9,72.1
16308,25.7,137.9,264.6,175.6,155.8,159.8,72.1
16309,25.7,137.9,264.6,175.6,155.9,159.6,72.1
16310,25.7,137.9,264.6,175.6,155.8,159.7,72.1
16311,25.7,137.9,264.6,175.6,155.9,159.9,72.1
16312,25.8,137.9,264.6,175.5,155.9,159.9,72.1
16313,25.7,137.9,264.6,175.5,155.9,159.9,72.1
16314,25.8,137.9,264.6,175.5,155.9,160,72.1
16315,25.8,137.9,264.6,175.5,155.9,159.9,72.1
16316,25.7,137.9,264.6,175.5,155.9,160.1,72
16317,25.7,137.9,264.6,175.5,155.9,159.9,72
16318,25.7,137.9,264.6,175.5,155.9,159.8,72
16319,25.8,137.9,264.6,175.5,155.9,159.8,72
16320,25.8,137.9,264.6,175.5,155.9,159.9,72.1
16321,25.7,137.9,264.6,175.5,155.9,160.1,72.1
16322,25.8,137.9,264.6,175.5,155.9,160.1,72.1
16323,25.7,137.9,264.6,175.5,155.9,159.9,72.1
16324,25.7,137.9,264.6,175.5,156,159.7,72.1
16325,25.7,137.8,264.6,175.5,155.9,159.9,72.1
16326,25.7,137.7,264.6,175.5,155.9,159.9,72.1
16327,25.7,137.8,264.6,175.5,155.9,159.9,72.1
16328,25.7,137.8,264.6,175.5,155.9,159.8,72.1
16329,25.7,137.7,264.6,175.5,155.9,159.7,72.1
16330,25.7,137.7,264.6,175.5,155.9,159.7,72
16331,25.7,137.7,264.6,175.5,156,159.9,72.1
16332,25.7,137.7,264.6,175.5,156,159.9,72.1
16333,25.7,137.7,264.6,175.5,156,159.8,72.1
16334,25.7,137.7,264.6,175.5,156,159.8,72.1
16335,25.6,137.7,264.6,175.5,156,159.9,72.1
16336,25.7,137.7,264.7,175.5,156.1,159.9,72.1
16337,25.7,137.7,264.6,175.5,156.1,159.9,72
16338,25.7,137.8,264.6,175.5,156.1,159.9,72.1
16339,25.7,137.7,264.6,175.5,156.1,159.7,72.1
16340,25.7,137.8,264.7,175.5,156.1,159.8,72.1
16341,25.7,137.7,264.6,175.5,156.1,159.7,72.1
16342,25.7,137.8,264.7,175.5,156.1,159.9,72.1
16343,25.7,137.7,264.7,175.5,156.1,159.7,72.1
16344,25.7,137.7,264.7,175.5,156.1,159.9,72.1
16345,25.7,137.7,264.7,175.5,156.1,159.8,72.1
16346,25.7,137.8,264.7,175.5,156.1,160,72.1
16347,25.7,137.7,264.7,175.5,156.1,160,72.1
16348,25.7,137.7,264.6,175.5,156.1,159.9,72.1
16349,25.6,137.7,264.7,175.5,156.1,159.9,72.1
16350,25.6,137.8,264.6,175.5,156.1,159.9,72.2
16351,25.6,137.7,264.7,175.5,156.1,159.9,72.2
16352,25.6,137.7,264.6,175.5,156.1,159.9,72.1
16353,25.7,137.7,264.6,175.5,156.1,160,72.1
16354,25.7,137.7,264.6,175.5,156,159.9,72.1
16355,25.6,137.7,264.7,175.5,156,160.1,72.1
16356,25.6,137.7,264.6,175.5,156.1,159.9,72.1
16357,25.7,137.7,264.6,175.5,156.1,159.9,72.2
16358,25.7,137.8,264.6,175.5,156.1,159.9,72.3
16359,25.7,137.8,264.6,175.5,156.1,159.9,72.3
16360,25.7,137.7,264.7,175.5,156.1,159.9,72.3
16361,25.7,137.7,264.6,175.5,156.1,159.9,72.2
16362,25.7,137.7,264.7,175.5,156.1,159.9,72.3
16363,25.7,137.7,264.7,175.5,156.1,160.1,72.2
16364,25.7,137.7,264.7,175.5,156.1,159.8,72.2
16365,25.7,137.7,264.7,175.5,156.1,159.9,72.2
16366,25.7,137.7,264.7,175.5,156.1,160.1,72.1
16367,25.7,137.7,264.7,175.5,156.1,160.1,72.1
16368,25.6,137.7,264.7,175.5,156.1,159.9,72.1
16369,25.6,137.7,264.6,175.5,156.1,160,72.1
16370,25.6,137.7,264.6,175.5,156.1,160,72.1
16371,25.6,137.7,264.7,175.5,156.1,160.1,72.1
16372,25.6,137.7,264.6,175.5,156.1,160.1,72.1
16373,25.6,137.7,264.6,175.5,156.1,159.9,72.1
16374,25.6,137.7,264.7,175.5,156.1,159.9,72.1
16375,25.6,137.7,264.6,175.5,156.1,159.9,72.2
16376,25.6,137.7,264.6,175.5,156.1,159.9,72.1
16377,25.6,137.7,264.6,175.5,156.2,160.1,72.1
16378,25.7,137.7,264.7,175.5,156.1,160,72.1
16379,25.7,137.7,264.7,175.5,156.1,160.1,72.2
16380,25.7,137.6,264.7,175.5,156.1,159.9,72.2
16381,25.7,137.7,264.6,175.5,156.1,160.1,72.1
16382,25.7,137.7,264.6,175.5,156.1,160,72.1
16383,25.7,137.7,264.6,175.6,156.1,160,72.1
16384,25.7,137.7,264.7,175.5,156.1,159.9,72.1
16385,25.7,137.7,264.6,175.6,156.1,159.9,72.1
16386,25.7,137.7,264.6,175.5,156.1,159.9,72.1
16387,25.7,137.6,264.7,175.6,156.1,160.1,72.1
16388,25.6,137.6,264.6,175.6,156.1,160.1,72.1
16389,25.6,137.6,264.5,175.6,156.1,159.9,72
16390,25.6,137.6,264.6,175.5,156.1,159.8,72
16391,25.6,137.6,264.4,175.5,156.1,159.8,72
16392,25.6,137.6,264.6,175.5,156.1,159.9,72
16393,25.6,137.6,264.6,175.5,156.1,160,72
16394,25.6,137.7,264.6,175.5,156,160.1,72
16395,25.6,137.6,264.6,175.5,156,160.1,72
16396,25.6,137.6,264.6,175.5,156,160,72
16397,25.6,137.6,264.6,175.5,156,159.9,72
16398,25.6,137.6,264.6,175.6,156,159.8,72
16399,25.6,137.6,264.6,175.5,156,160,72
16400,25.6,137.6,264.6,175.5,156.1,160,72
16401,25.6,137.6,264.7,175.5,156.1,159.9,72
16402,25.6,137.7,264.7,175.6,156.1,160.1,72.1
16403,25.6,137.6,264.6,175.6,156.2,159.9,72.1
16404,25.6,137.7,264.7,175.6,156.1,160.2,72.1
16405,25.7,137.7,264.6,175.7,156.1,160,72
16406,25.7,137.7,264.6,175.7,156.1,159.9,72
16407,25.6,137.7,264.6,175.7,156.1,159.9,72
16408,25.7,137.6,264.6,175.7,156.1,159.9,72
16409,25.7,137.6,264.6,175.7,156.1,159.9,72
16410,25.7,137.7,264.7,175.6,156.2,160.1,71.9
16411,25.7,137.6,264.6,175.6,156.2,160.1,71.9
16412,25.7,137.6,264.6,175.6,156.2,160,71.9
16413,25.6,137.6,264.6,175.5,156.2,159.9,71.9
16414,25.6,137.6,264.6,175.5,156.2,159.9,71.9
16415,25.6,137.6,264.6,175.5,156.1,160.1,71.9
16416,25.6,137.6,264.6,175.5,156.2,160,71.9
16417,25.6,137.6,264.6,175.5,156.1,160,72
16418,25.6,137.6,264.6,175.5,156.2,160.1,72
16419,25.6,137.6,264.6,175.5,156.2,159.9,72
16420,25.6,137.6,264.6,175.5,156.2,159.9,72.1
16421,25.6,137.6,264.6,175.5,156.3,160,72.1
16422,25.6,137.6,264.6,175.5,156.2,160.1,72
16423,25.6,137.6,264.6,175.5,156.2,159.9,72
16424,25.6,137.6,264.6,175.5,156.3,159.9,72
16425,25.6,137.6,264.6,175.5,156.2,159.9,72.1
16426,25.6,137.6,264.6,175.5,156.2,159.9,72.1
16427,25.6,137.6,264.6,175.5,156.2,159.9,72.1
16428,25.6,137.6,264.6,175.5,156.2,159.9,72.1
16429,25.6,137.6,264.6,175.5,156.3,159.9,72.1
16430,25.6,137.6,264.6,175.5,156.3,160.1,72.1
16431,25.6,137.6,264.6,175.5,156.3,159.9,72.1
16432,25.6,137.6,264.6,175.5,156.3,160.1,72.1
16433,25.6,137.6,264.5,175.5,156.3,160.1,72.1
16434,25.6,137.6,264.5,175.5,156.3,159.7,72.1
16435,25.6,137.6,264.6,175.5,156.3,159.7,72.1
16436,25.6,137.6,264.5,175.5,156.3,160,72
16437,25.6,137.6,264.4,175.5,156.3,159.9,72.1
16438,25.6,137.6,264.6,175.5,156.3,159.9,72.1
16439,25.6,137.6,264.4,175.5,156.3,160,72.1
16440,25.7,137.6,264.6,175.5,156.3,159.9,72.1
16441,25.6,137.5,264.5,175.5,156.3,159.7,72.1
16442,25.7,137.6,264.5,175.5,156.3,159.8,72.1
16443,25.6,137.6,264.4,175.5,156.3,160,72.1
16444,25.6,137.6,264.5,175.5,156.2,160,72.1
16445,25.6,137.6,264.5,175.5,156.3,159.9,72.1
16446,25.6,137.5,264.4,175.4,156.2,160.1,72.1
16447,25.6,137.5,264.5,175.4,156.3,159.9,72.1
16448,25.6,137.5,264.5,175.4,156.3,159.9,72.1
16449,25.6,137.6,264.4,175.4,156.3,160,72.1
16450,25.6,137.5,264.4,175.4,156.2,160.1,72.1
16451,25.6,137.6,264.3,175.4,156.2,159.9,72.1
16452,25.6,137.6,264.4,175.5,156.2,160,72.1
16453,25.6,137.6,264.4,175.5,156.2,159.9,72.1
16454,25.7,137.5,264.4,175.4,156.2,159.9,72.1
16455,25.6,137.5,264.4,175.4,156.3,159.9,72
16456,25.6,137.5,264.3,175.4,156.3,160.1,72
16457,25.7,137.6,264.5,175.5,156.3,160.1,72.1
16458,25.6,137.6,264.4,175.5,156.3,159.9,72.1
16459,25.7,137.6,264.5,175.5,156.3,159.9,72.1
16460,25.7,137.6,264.4,175.5,156.3,159.7,72.1
16461,25.7,137.6,264.4,175.5,156.3,159.7,72.1
16462,25.7,137.6,264.4,175.5,156.3,159.7,72.1
16463,25.7,137.6,264.4,175.5,156.3,160,72.1
16464,25.7,137.6,264.4,175.5,156.3,159.9,72.1
16465,25.7,137.6,264.4,175.5,156.3,159.9,72.2
16466,25.6,137.6,264.4,175.5,156.3,159.9,72.3
16467,25.7,137.6,264.4,175.5,156.3,159.9,72.2
16468,25.7,137.6,264.4,175.5,156.3,160,72.2
16469,25.7,137.6,264.4,175.5,156.3,159.9,72.1
16470,25.6,137.6,264.4,175.5,156.3,159.9,72.1
16471,25.6,137.6,264.4,175.5,156.3,160.1,72.1
16472,25.7,137.6,264.4,175.5,156.3,159.9,72.1
16473,25.6,137.6,264.4,175.5,156.3,160,72.1
16474,25.7,137.6,264.4,175.5,156.3,160.1,72.1
16475,25.7,137.6,264.4,175.5,156.3,159.9,72.1
16476,25.6,137.6,264.4,175.5,156.3,159.9,72.1
16477,25.6,137.6,264.4,175.5,156.3,159.9,72.1
16478,25.7,137.6,264.4,175.5,156.3,159.9,72
16479,25.7,137.6,264.4,175.5,156.3,159.9,72
16480,25.7,137.6,264.3,175.5,156.3,159.9,72.1
16481,25.7,137.6,264.3,175.5,156.2,159.8,72.1
16482,25.7,137.6,264.4,175.5,156.2,159.9,72.1
16483,25.7,137.6,264.4,175.5,156.2,160,72.1
16484,25.7,137.6,264.3,175.5,156.2,160,72.1
16485,25.7,137.6,264.4,175.5,156.2,159.9,72.1
16486,25.7,137.6,264.4,175.5,156.3,160,72.1
16487,25.7,137.6,264.3,175.5,156.2,160,72.1
16488,25.7,137.6,264.3,175.5,156.2,160.1,72
16489,25.7,137.6,264.4,175.5,156.1,160,72
16490,25.7,137.7,264.4,175.5,156.2,159.9,72.1
16491,25.8,137.6,264.4,175.5,156.2,160,72
16492,25.7,137.6,264.4,175.5,156.2,160.3,72
16493,25.8,137.7,264.3,175.5,156.2,160,72
16494,25.7,137.7,264.4,175.5,156.2,159.9,72.1
16495,25.7,137.7,264.4,175.5,156.1,159.9,72
16496,25.7,137.7,264.4,175.5,156.1,159.8,72.1
16497,25.7,137.7,264.4,175.5,156.1,159.9,72
16498,25.7,137.7,264.4,175.5,156.2,160.1,72
16499,25.7,137.7,264.4,175.5,156.1,160,72
16500,25.8,137.7,264.4,175.5,156.1,160.2,71.9
16501,25.7,137.6,264.3,175.5,156.1,160.1,71.8
16502,25.7,137.6,264.3,175.5,156.1,160.1,71.8
16503,25.7,137.6,264.3,175.5,156.1,160.1,71.8
16504,25.7,137.6,264.3,175.5,156.1,160,72
16505,25.7,137.6,264.3,175.5,156.1,159.9,72
16506,25.7,137.6,264.3,175.5,156.1,159.9,72
16507,25.7,137.6,264.3,175.5,156.1,159.9,71.9
16508,25.7,137.6,264.3,175.5,156.1,159.9,71.9
16509,25.7,137.7,264.3,175.5,156.1,160.1,71.8
16510,25.7,137.6,264.3,175.5,156.1,160.1,71.8
16511,25.7,137.6,264.3,175.5,156.1,160,71.8
16512,25.7,137.6,264.3,175.5,156.1,160.2,71.8
16513,25.7,137.6,264.3,175.5,156.1,160.1,71.9
16514,25.7,137.6,264.3,175.5,156.2,160.1,71.9
16515,25.7,137.6,264.3,175.5,156.2,159.9,71.9
16516,25.7,137.6,264.3,175.5,156.2,160.1,71.9
16517,25.7,137.6,264.3,175.5,156.2,160.1,71.9
16518,25.7,137.6,264.3,175.5,156.2,160,72
16519,25.7,137.6,264.3,175.5,156.2,160.2,71.9
16520,25.7,137.6,264.3,175.5,156.3,160.3,71.9
16521,25.7,137.6,264.3,175.5,156.1,160.3,72
16522,25.7,137.6,264.3,175.5,156.2,160.2,72
16523,25.7,137.6,264.4,175.5,156.2,159.9,72.1
16524,25.7,137.6,264.3,175.5,156.2,159.9,72
16525,25.7,137.6,264.3,175.5,156.2,160.2,72
16526,25.7,137.6,264.3,175.5,156.2,160.3,72
16527,25.7,137.6,264.3,175.5,156.2,160.2,72.1
16528,25.6,137.6,264.3,175.5,156.2,160.1,72.1
16529,25.7,137.6,264.4,175.5,156.2,160.2,72.1
16530,25.7,137.6,264.3,175.5,156.3,159.9,72.1
16531,25.6,137.6,264.3,175.5,156.3,160.1,72
16532,25.7,137.6,264.4,175.5,156.2,160,72
16533,25.7,137.7,264.3,175.5,156.3,160.2,72
16534,25.6,137.7,264.4,175.5,156.2,160.2,72.1
16535,25.7,137.7,264.3,175.5,156.2,160.1,72.1
16536,25.7,137.6,264.3,175.5,156.3,160.3,72.1
16537,25.7,137.7,264.4,175.5,156.3,160.3,72.1
16538,25.6,137.7,264.3,175.5,156.3,160.2,72.1
16539,25.6,137.7,264.4,175.5,156.3,160.3,72.1
16540,25.6,137.7,264.3,175.5,156.3,160.1,72.1
16541,25.6,137.6,264.3,175.5,156.3,160.3,72.1
16542,25.6,137.7,264.3,175.5,156.3,160.3,72.1
16543,25.6,137.7,264.3,175.5,156.3,160.3,72.1
16544,25.6,137.7,264.4,175.5,156.3,160,72.1
16545,25.6,137.7,264.3,175.5,156.3,160,72.1
16546,25.6,137.7,264.4,175.5,156.3,160.3,72.1
16547,25.6,137.7,264.3,175.5,156.3,160.2,72.2
16548,25.6,137.7,264.3,175.5,156.3,160.4,72.3
16549,25.6,137.7,264.3,175.5,156.3,160.2,72.2
16550,25.6,137.7,264.4,175.5,156.2,160.3,72.2
16551,25.6,137.7,264.4,175.6,156.2,160.2,72.3
16552,25.6,137.7,264.4,175.5,156.2,160.3,72.3
16553,25.6,137.7,264.3,175.5,156.2,160.3,72.3
16554,25.6,137.7,264.3,175.5,156.2,160.1,72.3
16555,25.7,137.7,264.4,175.6,156.2,160.3,72.2
16556,25.6,137.7,264.4,175.5,156.2,160.2,72.1
16557,25.7,137.7,264.3,175.5,156.1,160.1,72.1
16558,25.7,137.7,264.3,175.5,156.2,160.2,72.1
16559,25.6,137.7,264.4,175.5,156.2,160.2,72.1
16560,25.6,137.7,264.2,175.5,156.2,160.1,72.2
16561,25.7,137.7,264.4,175.5,156.2,160.1,72.2
16562,25.6,137.7,264.3,175.6,156.1,160.2,72.1
16563,25.7,137.7,264.2,175.6,156.1,160.3,72.3
16564,25.6,137.7,264.3,175.6,156.1,160,72.3
16565,25.6,137.7,264.3,175.6,156.1,159.9,72.3
16566,25.6,137.7,264.3,175.6,156.1,160.3,72.3
16567,25.6,137.7,264.3,175.6,156.1,160.1,72.3
16568,25.6,137.7,264.3,175.6,156,160.3,72.3
16569,25.6,137.7,264.3,175.6,156,160.1,72.3
16570,25.6,137.8,264.3,175.6,156,160.2,72.3
16571,25.6,137.7,264.3,175.6,156,160.1,72.3
16572,25.6,137.8,264.3,175.6,156,160.3,72.2
16573,25.6,137.7,264.3,175.6,156,160.2,72.2
16574,25.6,137.7,264.2,175.6,156,159.9,72.3
16575,25.6,137.7,264.2,175.5,156,160.2,72.3
16576,25.6,137.8,264.3,175.5,156,160,72.2
16577,25.6,137.7,264.3,175.5,155.9,159.9,72.3
16578,25.6,137.8,264.4,175.6,156,160.1,72.3
16579,25.7,137.8,264.4,175.7,156.1,159.9,72.3
16580,25.7,137.9,264.4,175.6,156,160.1,72.1
16581,25.7,137.9,264.3,175.6,156,160.2,72.3
16582,25.7,137.9,264.3,175.6,156,160,72.3
16583,25.7,137.9,264.3,175.6,156,160.2,72.3
16584,25.7,137.9,264.3,175.6,156,160.3,72.4
16585,25.6,137.9,264.4,175.6,156,160.2,72.3
16586,25.7,137.9,264.3,175.6,156,160.2,72.3
16587,25.7,137.8,264.3,175.6,156,160.1,72.3
16588,25.7,137.8,264.3,175.5,156,160.2,72.3
16589,25.6,137.8,264.3,175.5,155.9,160.2,72.2
16590,25.6,137.9,264.3,175.5,155.9,160.2,72.1
16591,25.6,137.9,264.2,175.5,155.9,160.1,72.1
16592,25.6,137.9,264.3,175.5,155.9,160.1,72.1
16593,25.6,137.9,264.3,175.5,155.9,160.2,72.1
16594,25.6,137.9,264.2,175.5,155.9,160.1,72.1
16595,25.6,137.9,264.2,175.5,155.9,160.1,72.1
16596,25.6,137.9,264.3,175.5,155.9,159.9,72
16597,25.6,137.9,264.2,175.5,155.8,159.9,72
16598,25.6,137.9,264.1,175.5,155.8,160,71.9
16599,25.6,137.9,264.2,175.5,155.8,160.1,72
16600,25.7,137.9,264.3,175.6,155.8,160,72
16601,25.7,137.9,264.3,175.6,155.8,160.2,72
16602,25.7,137.9,264.3,175.5,155.8,160.2,72
16603,25.7,137.9,264.3,175.5,155.8,160.2,72
16604,25.7,137.9,264.3,175.5,155.8,159.9,72
16605,25.7,137.9,264.1,175.5,155.8,159.9,71.9
16606,25.7,137.9,264.2,175.5,155.8,160.1,72
16607,25.7,137.9,264.2,175.5,155.8,159.9,72
16608,25.7,137.9,264.2,175.5,155.8,160.1,72
16609,25.7,137.9,264.2,175.5,155.8,160.1,72.1
16610,25.7,137.9,264.3,175.5,155.8,160.3,72
16611,25.6,137.9,264.2,175.5,155.7,160.2,71.9
16612,25.6,137.9,264.2,175.5,155.7,160.2,72
16613,25.6,137.9,264.2,175.5,155.7,160.1,72
16614,25.6,137.9,264.2,175.5,155.7,160.2,72
16615,25.6,137.9,264.2,175.5,155.7,159.9,71.9
16616,25.6,137.9,264.2,175.5,155.8,159.9,72
16617,25.6,137.9,264.2,175.5,155.8,159.9,72
16618,25.6,137.9,264.2,175.5,155.8,159.9,72
16619,25.6,137.9,264.1,175.5,155.8,159.9,72.1
16620,25.6,137.9,264.1,175.5,155.8,159.9,72.1
16621,25.6,137.9,264.2,175.5,155.8,159.9,72.1
16622,25.6,137.9,264.2,175.5,155.8,159.8,72
16623,25.6,137.9,264.1,175.5,155.8,159.8,72
16624,25.6,137.9,264.2,175.5,155.8,159.9,72.1
16625,25.7,137.9,264.2,175.5,155.8,159.9,72.1
16626,25.6,137.9,264,175.5,155.8,159.9,72.1
16627,25.6,137.9,264.1,175.5,155.8,159.9,72.1
16628,25.6,137.9,264.2,175.5,155.8,159.9,72
16629,25.6,137.9,264.1,175.5,155.8,160.1,72
16630,25.6,137.9,264.2,175.5,155.8,160.1,72
16631,25.7,137.9,264.2,175.5,155.8,160.1,72
16632,25.6,137.9,264.2,175.5,155.8,160.1,71.9
16633,25.7,137.9,264.1,175.5,155.8,160.1,71.9
16634,25.7,137.9,264.2,175.5,155.8,160.1,71.9
16635,25.7,137.9,264.3,175.5,155.8,159.9,71.8
16636,25.7,137.9,264.2,175.5,155.8,159.9,71.9
16637,25.6,137.9,264.2,175.5,155.8,160,71.9
16638,25.6,137.9,264.2,175.5,155.8,160.1,72
16639,25.6,137.9,264.2,175.5,155.8,160.1,71.9
16640,25.6,137.9,264.2,175.5,155.8,159.9,71.9
16641,25.6,137.9,264.2,175.5,155.8,159.9,71.9
16642,25.7,137.9,264.2,175.5,155.9,159.9,71.8
16643,25.6,138,264.2,175.5,155.9,159.9,71.8
16644,25.6,137.9,264.2,175.5,155.9,159.9,71.8
16645,25.6,137.9,264.2,175.5,155.9,160.1,71.8
16646,25.6,137.9,264.2,175.5,155.9,159.9,71.8
16647,25.6,137.9,264.2,175.5,155.9,160.1,71.9
16648,25.7,137.9,264.2,175.5,155.9,160.1,71.9
16649,25.6,137.9,264.2,175.5,155.9,159.9,71.8
16650,25.6,137.9,264.2,175.5,155.9,159.8,71.8
16651,25.6,137.9,264.2,175.5,155.9,159.9,71.8
16652,25.6,137.9,264.1,175.5,155.9,159.7,71.8
16653,25.6,137.9,264.1,175.5,155.9,159.8,71.8
16654,25.6,137.9,264.2,175.5,155.9,159.9,71.9
16655,25.6,137.9,264.2,175.5,155.9,160.1,71.9
16656,25.7,137.9,264.2,175.5,155.9,160.1,71.8
16657,25.7,137.9,264.1,175.5,155.9,160.1,71.9
16658,25.6,137.9,264.2,175.5,155.9,160.2,71.9
16659,25.6,138,264.1,175.5,155.9,160.1,71.8
16660,25.7,137.9,264.2,175.5,155.9,159.9,71.8
16661,25.6,138,264.2,175.5,155.9,160,71.8
16662,25.6,137.9,264.2,175.5,155.9,160,71.8
16663,25.6,137.9,264.2,175.5,155.9,160,71.8
16664,25.6,137.9,264.1,175.5,155.9,160,71.8
16665,25.6,138,264.1,175.5,155.9,160.1,71.8
16666,25.6,137.9,264,175.5,155.8,159.9,71.8
16667,25.6,137.9,264.2,175.4,155.8,159.7,71.8
16668,25.6,137.9,264.1,175.5,155.9,159.9,71.8
16669,25.6,137.9,263.9,175.5,155.9,159.9,71.8
16670,25.6,137.9,264.1,175.4,155.8,160,71.8
16671,25.6,137.9,264.1,175.4,155.9,159.9,71.7
16672,25.6,138,264.1,175.5,155.9,159.9,71.7
16673,25.6,138,264,175.4,155.9,159.9,71.8
16674,25.6,138,264,175.4,155.8,159.9,71.8
16675,25.6,137.9,264,175.4,155.8,159.7,71.8
16676,25.6,137.9,264,175.4,155.8,159.7,71.8
16677,25.7,138,264.1,175.5,155.9,159.9,72
16678,25.7,138,264.2,175.5,155.9,159.9,72
16679,25.7,138,264.2,175.5,155.9,160,72
16680,25.7,138,264.2,175.5,155.9,160,72
16681,25.7,138,264.2,175.5,155.9,160.1,72
16682,25.7,138,264.2,175.5,155.9,159.9,72
16683,25.7,138,264.2,175.5,155.9,159.7,72
16684,25.7,138,264.2,175.5,155.9,160,72
16685,25.7,138,264.1,175.5,155.8,160.2,72
16686,25.7,138,264.1,175.5,155.8,159.9,72
16687,25.7,138,264.1,175.5,155.8,159.9,72
16688,25.7,138,264.1,175.4,155.8,159.8,71.9
16689,25.6,138,264.1,175.4,155.8,159.9,71.8
16690,25.6,138,264.1,175.3,155.8,159.9,71.8
16691,25.6,138,264.2,175.3,155.8,159.8,71.8
16692,25.6,138,264.1,175.3,155.8,159.7,71.8
16693,25.6,138,264.2,175.3,155.8,159.9,72
16694,25.6,138,264.2,175.4,155.8,160.1,71.9
16695,25.6,138,264.1,175.4,155.8,159.9,72
16696,25.6,138,264.1,175.3,155.8,159.7,72
16697,25.6,138,264.1,175.3,155.8,160,71.8
16698,25.6,138,264.2,175.3,155.8,160,71.9
16699,25.6,138,264.2,175.3,155.8,159.9,71.8
16700,25.6,138,264.2,175.3,155.8,159.9,71.8
16701,25.6,138,264.2,175.3,155.8,159.7,71.8
16702,25.6,138,264.2,175.3,155.8,159.8,71.8
16703,25.6,138,264.2,175.3,155.9,159.9,71.9
16704,25.6,138,264.2,175.3,155.9,159.8,71.9
16705,25.7,138,264.2,175.4,155.8,159.6,71.9
16706,25.6,138,264.2,175.4,155.8,159.8,71.8
16707,25.7,138,264.2,175.4,155.8,159.8,71.8
16708,25.7,138,264.2,175.4,155.8,159.6,71.8
16709,25.8,138,264.2,175.4,155.8,159.5,71.8
16710,25.8,138,264.2,175.4,155.9,159.8,71.8
16711,25.8,137.9,264.3,175.4,155.9,159.9,71.8
16712,25.8,138,264.3,175.4,155.9,159.8,71.8
16713,25.8,137.9,264.2,175.4,155.9,159.6,71.8
16714,25.8,138,264.2,175.5,155.9,159.8,71.8
16715,25.8,138,264.2,175.5,155.9,159.9,71.8
16716,25.7,138,264.3,175.5,155.9,159.9,71.8
16717,25.8,138,264.2,175.5,155.9,159.6,71.8
16718,25.7,138,264.3,175.4,155.9,159.9,71.8
16719,25.7,138,264.3,175.4,155.9,159.9,71.7
16720,25.7,138,264.3,175.3,155.9,159.8,71.7
16721,25.7,137.9,264.3,175.4,155.9,159.9,71.8
16722,25.7,137.9,264.3,175.4,155.9,159.7,71.7
16723,25.7,137.9,264.2,175.4,155.9,159.9,71.7
16724,25.7,137.9,264.2,175.4,155.9,159.5,71.6
16725,25.7,137.9,264.2,175.5,155.9,159.6,71.5
16726,25.7,138,264.2,175.4,155.9,159.6,71.5
16727,25.7,138,264.3,175.4,155.9,159.7,71.5
16728,25.7,138,264.2,175.4,155.9,159.7,71.5
16729,25.7,137.9,264.3,175.4,155.9,159.7,71.4
16730,25.7,137.9,264.3,175.4,155.9,159.8,71.4
16731,25.7,138,264.3,175.4,155.9,159.6,71.5
16732,25.7,138,264.3,175.4,155.9,159.7,71.5
16733,25.8,137.9,264.3,175.5,155.9,160,71.5
16734,25.7,138,264.3,175.5,155.9,160.2,71.4
16735,25.7,138,264.3,175.4,155.9,159.9,71.5
16736,25.7,138,264.4,175.4,155.9,159.9,71.5
16737,25.7,138,264.4,175.4,155.9,159.7,71.5
16738,25.7,138,264.4,175.3,155.9,159.9,71.5
16739,25.7,137.9,264.4,175.4,155.9,160,71.5
16740,25.7,138,264.4,175.4,155.9,159.9,71.5
16741,25.7,138,264.3,175.4,155.9,159.7,71.6
16742,25.7,138,264.4,175.4,155.9,159.5,71.6
16743,25.8,138,264.4,175.4,155.9,159.6,71.6
16744,25.7,138,264.3,175.4,155.9,159.8,71.6
16745,25.8,138,264.4,175.4,155.9,159.8,71.7
