time,n1,n2,n3,n4,n5,n6,n7
5096,24.7,136.1,262.4,174.2,155,159,71.1
5097,24.7,136.1,262.4,174.2,155,159,71.1
5098,24.6,136.1,262.3,174.2,155,158.7,71
5099,24.7,136.1,262.3,174.2,154.9,159,70.9
5100,24.7,136.1,262.3,174.1,154.9,158.8,71.1
5101,24.6,136.1,262.3,174.2,154.9,158.9,71.2
5102,24.7,136.2,262.3,174.2,154.9,158.9,71.2
5103,24.6,136.1,262.3,174.2,155,158.9,71.2
5104,24.7,136.2,262.4,174.2,154.9,158.9,71.1
5105,24.7,136.2,262.4,174.2,155,159.1,71.2
5106,24.7,136.1,262.4,174.2,155,159.2,71.1
5107,24.7,136.1,262.4,174.2,155,159.2,71.1
5108,24.9,136.2,262.4,174.2,155,159.1,71.1
5109,24.7,136.1,262.4,174.2,155,158.9,71.2
5110,24.7,136.1,262.4,174.2,155,158.7,71.1
5111,24.7,136.1,262.4,174.2,155,159,71.1
5112,24.7,136.1,262.4,174.2,155,159,71.1
5113,24.8,136.2,262.4,174.2,155,158.9,71
5114,24.8,136.1,262.4,174.2,155,159,71.1
5115,24.8,136.1,262.4,174.2,155,158.9,71.1
5116,24.9,136.2,262.4,174.3,155,158.9,71.1
5117,24.9,136.2,262.4,174.3,155,158.8,71.1
5118,24.9,136.2,262.4,174.3,155,158.9,71
5119,24.8,136.2,262.4,174.3,155,159,71.1
5120,24.8,136.2,262.5,174.3,155,159.1,71.2
5121,24.8,136.2,262.5,174.3,155,159.2,71.3
5122,24.8,136.2,262.5,174.3,155,159.1,71.2
5123,24.8,136.2,262.4,174.3,155,159.1,71.1
5124,24.8,136.2,262.5,174.3,155,158.9,71.1
5125,24.8,136.2,262.5,174.3,155,159,71.3
5126,24.8,136.2,262.6,174.3,155,159,71.2
5127,24.7,136.1,262.4,174.2,154.8,159.1,71.1
5128,24.7,136.1,262.4,174.1,154.8,159.2,71.3
5129,24.7,136.1,262.4,174.2,154.8,159.1,71.3
5130,24.7,136.1,262.4,174.1,154.8,159.2,71.2
5131,24.7,136.1,262.4,174.2,154.8,159.1,71.3
5132,24.7,136.1,262.4,174.2,154.8,159.1,71.2
5133,24.7,136.1,262.4,174.2,154.8,159,71.3
5134,24.7,136.1,262.4,174.2,154.8,158.9,71.2
5135,24.7,136.1,262.4,174.2,154.8,158.9,71.2
5136,24.7,136.1,262.4,174.2,154.8,159,71.1
5137,24.7,136.1,262.4,174.2,154.8,159.1,71
5138,24.7,136.2,262.4,174.3,154.9,158.9,71
5139,24.7,136.1,262.5,174.3,155,159.1,71
5140,24.7,136.1,262.5,174.2,155,159.2,71.2
5141,24.7,136.1,262.3,174.2,155,159.3,71.3
5142,24.7,136.1,262.4,174.2,155,159.4,71.4
5143,24.7,136.1,262.5,174.2,155,159.2,71.3
5144,24.7,136.1,262.5,174.2,155,159,71.2
5145,24.7,136.1,262.4,174.2,155,158.9,71.3
5146,24.7,136.1,262.4,174.2,155,159.1,71.2
5147,24.7,136.1,262.5,174.2,155,159,71.1
5148,24.7,136.1,262.5,174.2,155,159.1,71
5149,24.7,136.1,262.4,174.2,155,159.2,71
5150,24.6,136.1,262.4,174.2,155,159.1,71
5151,24.7,136.1,262.4,174.2,155,159.1,71.1
5152,24.7,136.1,262.5,174.2,155,159.1,71.1
5153,24.7,136.1,262.4,174.2,155,158.9,71
5154,24.7,136.1,262.5,174.1,155,159,71
5155,24.7,136.1,262.6,174.2,155,159,71
5156,24.7,136.1,262.4,174.2,155,159,71.1
5157,24.7,136.1,262.6,174.2,155.1,159.1,71.1
5158,24.7,136.1,262.6,174.2,155,158.9,71
5159,24.7,136.1,262.6,174.2,155,159.2,71.1
5160,24.7,136.2,262.6,174.3,155.1,159.1,71.3
5161,24.7,136.2,262.6,174.3,155.1,159.1,71.4
5162,24.7,136.2,262.6,174.4,155.1,159.1,71.2
5163,24.7,136.2,262.6,174.4,155.1,158.9,71.2
5164,24.7,136.2,262.6,174.3,155.1,158.9,71.3
5165,24.7,136.2,262.6,174.3,155.1,159.1,71.3
5166,24.7,136.1,262.7,174.3,155.1,159.2,71.3
5167,24.7,136.2,262.7,174.3,155.1,159.1,71.2
5168,24.7,136.2,262.6,174.3,155.2,159.2,71.3
5169,24.7,136.1,262.7,174.4,155.2,159.1,71.4
5170,24.7,136.2,262.7,174.4,155.2,159.1,71.4
5171,24.7,136.1,262.6,174.3,155.1,159,71.2
5172,24.7,136.1,262.6,174.2,155.2,159,71.3
5173,24.6,136.1,262.6,174.3,155.1,158.9,71.3
5174,24.7,136.1,262.6,174.3,155.1,159.1,71.3
5175,24.7,136.1,262.6,174.3,155.1,159.1,71.2
5176,24.7,136.1,262.5,174.3,155.1,159,71.4
5177,24.7,136.1,262.6,174.2,155.1,159,71.2
5178,24.7,136.1,262.6,174.3,155.2,159.1,71.2
5179,24.7,136.1,262.6,174.3,155.2,159.1,71.2
5180,24.7,136.1,262.6,174.2,155.2,159.1,71.2
5181,24.7,136.1,262.6,174.3,155.2,159,71.2
5182,24.7,136.1,262.7,174.4,155.3,159,71.4
5183,24.7,136.2,262.7,174.3,155.3,159.2,71.4
5184,24.7,136.2,262.6,174.3,155.3,159.2,71.4
5185,24.7,136.2,262.7,174.4,155.2,159.1,71.3
5186,24.7,136.1,262.6,174.4,155.3,159.2,71.2
5187,24.7,136.1,262.6,174.3,155.2,159.2,71.3
5188,24.7,136.2,262.7,174.4,155.2,159.2,71.2
5189,24.7,136.1,262.7,174.4,155.3,159.1,71.4
5190,24.7,136.1,262.6,174.4,155.3,159.1,71.3
5191,24.7,136.1,262.6,174.3,155.3,159.1,71.2
5192,24.7,136.1,262.6,174.4,155.3,159.1,71.4
5193,24.7,136.2,262.6,174.4,155.2,159.2,71.4
5194,24.7,136.1,262.6,174.4,155.3,159.1,71.5
5195,24.7,136.1,262.7,174.4,155.2,159.1,71.5
5196,24.7,136.2,262.7,174.4,155.2,159,71.4
5197,24.7,136.2,262.5,174.4,155.2,159.1,71.4
5198,24.7,136.2,262.6,174.4,155.2,158.8,71.5
5199,24.7,136.2,262.5,174.4,155.2,158.9,71.4
5200,24.7,136.2,262.6,174.4,155.3,159,71.5
5201,24.7,136.1,262.6,174.4,155.2,159.1,71.4
5202,24.7,136.2,262.6,174.3,155.3,159,71.4
5203,24.6,136.2,262.5,174.4,155.3,159.1,71.4
5204,24.7,136.2,262.6,174.3,155.3,159.1,71.4
5205,24.7,136.2,262.6,174.3,155.3,159.2,71.4
5206,24.7,136.1,262.6,174.3,155.3,159.2,71.4
5207,24.7,136.2,262.7,174.4,155.3,159.2,71.4
5208,24.7,136.2,262.6,174.3,155.3,159.2,71.4
5209,24.7,136.1,262.6,174.3,155.3,159.2,71.4
5210,24.7,136.2,262.6,174.3,155.3,159.2,71.4
5211,24.7,136.2,262.6,174.3,155.3,159.2,71.4
5212,24.7,136.1,262.6,174.3,155.3,159.1,71.4
5213,24.7,136.2,262.6,174.3,155.3,159.1,71.4
5214,24.7,136.2,262.6,174.3,155.3,159.1,71.3
5215,24.8,136.2,262.7,174.4,155.3,159.1,71.4
5216,24.7,136.2,262.7,174.4,155.3,159.1,71.4
5217,24.7,136.2,262.7,174.4,155.3,158.9,71.4
5218,24.7,136.3,262.6,174.4,155.3,158.9,71.4
5219,24.7,136.3,262.7,174.4,155.3,159.1,71.4
5220,24.7,136.3,262.7,174.4,155.3,159.1,71.3
5221,24.7,136.3,262.7,174.4,155.3,159.2,71.4
5222,24.8,136.3,262.7,174.4,155.3,159.1,71.4
5223,24.7,136.2,262.7,174.4,155.3,159,71.4
5224,24.7,136.3,262.7,174.4,155.3,159.1,71.4
5225,24.7,136.2,262.7,174.4,155.3,158.9,71.2
5226,24.7,136.2,262.6,174.4,155.2,158.9,71.2
5227,24.7,136.2,262.7,174.4,155.2,158.9,71.1
5228,24.7,136.2,262.6,174.4,155.2,158.9,71.2
5229,24.7,136.2,262.7,174.4,155.2,158.9,71.2
5230,24.7,136.2,262.7,174.4,155.2,158.9,71.3
5231,24.7,136.2,262.7,174.4,155.2,159.1,71.2
5232,24.7,136.2,262.6,174.4,155.2,159.2,71.2
5233,24.7,136.2,262.6,174.4,155.2,159.1,71.3
5234,24.7,136.2,262.7,174.4,155.1,159.1,71.3
5235,24.7,136.2,262.4,174.4,155.2,159.2,71.3
5236,24.7,136.2,262.6,174.4,155.1,159.1,71.4
5237,24.7,136.2,262.6,174.4,155.1,159.2,71.5
5238,24.7,136.2,262.6,174.4,155.1,159.2,71.3
5239,24.7,136.2,262.7,174.4,155.2,159.1,71.2
5240,24.7,136.2,262.6,174.4,155.1,158.9,71.2
5241,24.7,136.2,262.6,174.4,155.1,159,71.2
5242,24.6,136.2,262.6,174.4,155.1,159,71.2
5243,24.7,136.2,262.6,174.4,155.1,159.1,71.1
5244,24.7,136.2,262.5,174.4,155.1,159.1,71.1
5245,24.7,136.2,262.6,174.4,155.1,159.2,71.1
5246,24.7,136.2,262.6,174.4,155.1,159.1,71.1
5247,24.7,136.2,262.6,174.4,155.1,159,71.1
5248,24.7,136.2,262.5,174.4,155.1,159.1,71.1
5249,24.7,136.2,262.6,174.4,155.1,159,71.2
5250,24.7,136.2,262.6,174.4,155.1,159,71.2
5251,24.7,136.2,262.5,174.4,155.1,159.1,71.2
5252,24.7,136.2,262.6,174.4,155.1,159.1,71.1
5253,24.7,136.2,262.6,174.3,155.1,159.2,71.2
5254,24.7,136.2,262.6,174.4,155.1,159.1,71.2
5255,24.7,136.2,262.6,174.3,155.1,159,71.2
5256,24.7,136.2,262.6,174.3,155.1,159.2,71.2
5257,24.7,136.2,262.6,174.3,155.1,159.2,71.2
5258,24.7,136.2,262.6,174.4,155.1,159.1,71.2
5259,24.7,136.2,262.7,174.4,155.1,159.2,71.2
5260,24.7,136.2,262.6,174.4,155.1,159.2,71.1
5261,24.7,136.2,262.6,174.4,155.1,159.1,71.2
5262,24.7,136.2,262.6,174.3,155.1,159.1,71.3
5263,24.7,136.2,262.7,174.3,155.1,159.1,71.3
5264,24.7,136.2,262.6,174.3,155.1,159.1,71.2
5265,24.7,136.2,262.7,174.3,155.1,159.1,71.1
5266,24.8,136.2,262.6,174.3,155,159,71.1
5267,24.7,136.2,262.6,174.3,155,159.2,71.1
5268,24.7,136.2,262.6,174.3,155,159.2,71.2
5269,24.7,136.2,262.7,174.3,155,159.1,71.3
5270,24.7,136.2,262.7,174.3,155,159.2,71.2
5271,24.8,136.2,262.7,174.3,155,159.1,71.3
5272,24.7,136.2,262.7,174.3,155,159.2,71.4
5273,24.8,136.3,262.6,174.3,155,159.1,71.4
5274,24.8,136.3,262.6,174.3,155,159.1,71.4
5275,24.7,136.3,262.7,174.3,155,159.1,71.4
5276,24.8,136.2,262.6,174.2,155,159.1,71.2
5277,24.8,136.3,262.7,174.3,155,158.9,71.2
5278,24.7,136.3,262.6,174.2,155,159.1,71.1
5279,24.7,136.2,262.7,174.3,155,159,71.1
5280,24.7,136.2,262.7,174.3,155,158.9,71.1
5281,24.7,136.2,262.7,174.4,155,159.1,71.2
5282,24.7,136.2,262.7,174.3,155,159,71.2
5283,24.7,136.3,262.7,174.4,154.9,159.1,71.2
5284,24.7,136.2,262.7,174.3,155,158.9,71.1
5285,24.8,136.3,262.7,174.3,155,158.9,71.1
5286,24.7,136.3,262.7,174.3,154.9,159,71.1
5287,24.7,136.3,262.8,174.3,154.9,158.9,71.1
5288,24.7,136.3,262.7,174.3,155,158.8,71.2
5289,24.7,136.3,262.7,174.3,154.9,158.9,71.3
5290,24.7,136.3,262.7,174.4,154.9,159.1,71.2
5291,24.7,136.3,262.7,174.3,155,159.1,71.2
5292,24.7,136.3,262.7,174.3,154.9,159,71.2
5293,24.8,136.3,262.7,174.4,154.9,158.9,71.2
5294,24.7,136.3,262.7,174.3,154.9,159.1,71.2
5295,24.7,136.3,262.7,174.3,154.8,159,71.2
5296,24.7,136.3,262.7,174.3,154.8,159,71.2
5297,24.7,136.4,262.7,174.4,154.8,158.9,71.4
5298,24.7,136.4,262.6,174.3,154.8,158.9,71.4
5299,24.7,136.3,262.6,174.3,154.8,158.7,71.4
5300,24.7,136.3,262.7,174.3,154.8,158.7,71.4
5301,24.7,136.4,262.7,174.3,154.8,158.9,71.4
5302,24.7,136.3,262.7,174.3,154.8,158.9,71.2
5303,24.7,136.4,262.6,174.4,154.8,158.9,71.1
5304,24.7,136.3,262.7,174.4,154.8,158.9,71.1
5305,24.7,136.4,262.7,174.4,154.8,158.9,71.1
5306,24.7,136.4,262.7,174.3,154.8,159,71.2
5307,24.7,136.3,262.7,174.4,154.8,158.9,71.1
5308,24.7,136.3,262.6,174.4,154.8,158.9,71.1
5309,24.7,136.3,262.7,174.4,154.8,159,71.2
5310,24.7,136.3,262.7,174.4,154.8,158.9,71.2
5311,24.7,136.3,262.6,174.4,154.8,159,71.2
5312,24.7,136.3,262.7,174.3,154.8,158.9,71.2
5313,24.7,136.3,262.7,174.3,154.8,158.6,71.2
5314,24.6,136.2,262.6,174.2,154.8,158.7,71
5315,24.6,136.2,262.6,174.2,154.8,158.7,71
5316,24.6,136.2,262.6,174.2,154.8,158.9,70.9
5317,24.6,136.2,262.6,174.2,154.8,158.9,70.9
5318,24.6,136.2,262.6,174.2,154.8,158.9,71
5319,24.6,136.2,262.6,174.2,154.8,158.9,71.1
5320,24.6,136.2,262.6,174.2,154.8,159.1,71.1
5321,24.6,136.2,262.6,174.2,154.8,158.9,71
5322,24.6,136.2,262.6,174.2,154.8,159,71
5323,24.6,136.2,262.6,174.2,154.7,158.7,71.1
5324,24.6,136.2,262.6,174.2,154.8,158.8,71.1
5325,24.7,136.4,262.6,174.3,154.8,159,71.2
5326,24.6,136.3,262.6,174.3,154.8,158.9,71.2
5327,24.7,136.4,262.6,174.2,154.8,159.1,71.3
5328,24.7,136.4,262.6,174.2,154.8,158.9,71.3
5329,24.7,136.4,262.6,174.2,154.8,158.9,71.1
5330,24.7,136.4,262.6,174.3,154.8,158.9,71.2
5331,24.7,136.4,262.7,174.3,154.8,158.9,71.1
5332,24.7,136.4,262.7,174.2,154.8,158.9,71.1
5333,24.7,136.4,262.6,174.2,154.8,159,71
5334,24.7,136.4,262.6,174.3,154.8,158.9,70.9
5335,24.7,136.4,262.7,174.3,154.8,158.9,70.9
5336,24.6,136.4,262.6,174.3,154.7,158.9,70.7
5337,24.7,136.4,262.6,174.3,154.7,158.6,70.7
5338,24.6,136.3,262.6,174.3,154.7,158.8,70.7
5339,24.7,136.4,262.6,174.2,154.7,158.7,70.6
5340,24.6,136.4,262.6,174.3,154.7,158.8,70.6
5341,24.6,136.4,262.6,174.3,154.7,158.9,70.7
5342,24.6,136.3,262.6,174.3,154.7,158.7,70.5
5343,24.6,136.3,262.6,174.2,154.7,158.9,70.5
5344,24.7,136.3,262.7,174.2,154.7,158.9,70.7
5345,24.6,136.3,262.6,174.2,154.7,158.9,70.6
5346,24.6,136.3,262.6,174.2,154.7,158.9,70.5
5347,24.7,136.4,262.7,174.3,154.8,158.8,70.6
5348,24.7,136.4,262.7,174.3,154.8,158.9,70.6
5349,24.7,136.4,262.7,174.2,154.7,158.7,70.6
5350,24.7,136.4,262.7,174.3,154.7,158.9,70.6
5351,24.7,136.4,262.7,174.3,154.7,158.9,70.6
5352,24.7,136.4,262.7,174.2,154.7,158.9,70.4
5353,24.7,136.4,262.7,174.3,154.7,158.9,70.6
5354,24.7,136.4,262.7,174.2,154.7,158.7,70.7
5355,24.7,136.4,262.7,174.2,154.7,158.9,70.7
5356,24.7,136.4,262.7,174.2,154.6,159.1,70.7
5357,24.7,136.4,262.7,174.3,154.6,158.8,70.7
5358,24.7,136.4,262.7,174.3,154.6,158.9,70.6
5359,24.7,136.4,262.6,174.3,154.6,158.9,70.6
5360,24.7,136.4,262.7,174.3,154.6,158.9,70.6
5361,24.7,136.4,262.7,174.2,154.6,158.9,70.6
5362,24.7,136.4,262.7,174.3,154.6,159,70.7
5363,24.7,136.4,262.7,174.2,154.7,158.9,70.7
5364,24.7,136.4,262.7,174.2,154.7,158.9,70.6
5365,24.7,136.4,262.7,174.2,154.7,159,70.6
5366,24.7,136.4,262.7,174.3,154.7,158.7,70.7
5367,24.7,136.4,262.7,174.2,154.7,158.9,70.6
5368,24.7,136.4,262.7,174.3,154.7,159.3,70.7
5369,24.7,136.4,262.7,174.3,154.7,159.2,70.8
5370,24.7,136.4,262.7,174.3,154.6,158.9,70.9
5371,24.7,136.4,262.7,174.3,154.6,158.9,70.8
5372,24.6,136.4,262.7,174.3,154.6,158.7,70.7
5373,24.7,136.4,262.7,174.3,154.6,159.1,70.8
5374,24.7,136.4,262.7,174.3,154.6,159.1,70.9
5375,24.7,136.5,262.7,174.3,154.6,159,71
5376,24.7,136.5,262.7,174.3,154.6,159.2,71.1
5377,24.7,136.5,262.7,174.3,154.7,159.3,71.1
5378,24.7,136.5,262.7,174.3,154.7,159.3,71.2
5379,24.7,136.5,262.7,174.3,154.8,159,71.2
5380,24.7,136.5,262.7,174.3,154.8,158.7,71.2
5381,24.7,136.5,262.7,174.3,154.8,158.9,71.4
5382,24.6,136.5,262.7,174.3,154.8,158.9,71.2
5383,24.7,136.5,262.7,174.3,154.8,159.1,71.2
5384,24.7,136.4,262.7,174.3,154.8,159.2,71.2
5385,24.7,136.4,262.8,174.3,154.8,159.2,71.2
5386,24.7,136.5,262.7,174.3,154.8,159.1,71.3
5387,24.6,136.4,262.7,174.3,154.8,159.1,71.4
5388,24.7,136.5,262.7,174.3,154.8,158.9,71.2
5389,24.7,136.5,262.7,174.4,154.8,158.9,71.4
5390,24.7,136.5,262.7,174.4,154.8,159,71.4
5391,24.7,136.6,262.7,174.4,154.8,158.9,71.5
5392,24.7,136.5,262.8,174.3,154.8,158.9,71.5
5393,24.7,136.5,262.8,174.4,154.8,159.1,71.4
5394,24.7,136.5,262.7,174.4,154.8,159.2,71.5
5395,24.7,136.5,262.9,174.4,154.8,159,71.5
5396,24.7,136.6,262.9,174.4,154.8,158.7,71.3
5397,24.7,136.5,262.8,174.4,154.8,158.9,71.3
5398,24.7,136.5,262.8,174.4,154.8,158.8,71.2
5399,24.7,136.5,262.9,174.4,154.8,158.9,71.2
5400,24.7,136.6,262.9,174.4,154.8,159.2,71.2
5401,24.7,136.6,262.9,174.5,154.8,159,71.2
5402,24.7,136.6,262.9,174.5,154.9,158.9,71.2
5403,24.7,136.5,262.9,174.5,154.9,159.2,71.2
5404,24.7,136.6,262.9,174.5,154.9,158.9,71.4
5405,24.7,136.5,262.9,174.5,154.9,158.9,71.4
5406,24.7,136.6,262.9,174.5,154.9,159,71.4
5407,24.7,136.5,262.9,174.5,154.9,159.1,71.4
5408,24.7,136.6,262.9,174.5,154.9,159.2,71.4
5409,24.7,136.7,262.9,174.5,154.9,159,71.4
5410,24.7,136.6,262.9,174.5,154.9,159.1,71.4
5411,24.7,136.6,262.9,174.5,154.9,159.1,71.4
5412,24.7,136.6,262.9,174.5,154.9,159.2,71.4
5413,24.7,136.6,262.9,174.5,154.9,159.4,71.5
5414,24.7,136.6,262.9,174.5,154.9,159.1,71.6
5415,24.7,136.6,262.9,174.5,154.9,159.1,71.5
5416,24.7,136.6,262.9,174.5,154.9,159.1,71.5
5417,24.7,136.6,262.9,174.5,154.9,159,71.5
5418,24.7,136.6,263,174.5,154.9,159.1,71.4
5419,24.7,136.6,262.9,174.5,154.9,159.1,71.5
5420,24.7,136.5,263,174.5,154.9,159,71.6
5421,24.7,136.5,263,174.5,154.9,159.1,71.5
5422,24.7,136.6,263,174.5,154.9,158.9,71.7
5423,24.7,136.6,262.9,174.5,154.9,158.7,71.7
5424,24.7,136.6,263,174.5,154.9,159.1,71.6
5425,24.7,136.6,263,174.5,154.9,159.1,71.6
5426,24.7,136.6,263,174.5,154.9,159,71.5
5427,24.7,136.6,262.9,174.5,154.9,159.2,71.5
5428,24.7,136.6,262.9,174.5,154.9,159.3,71.6
5429,24.7,136.6,262.9,174.5,154.9,159.2,71.5
5430,24.7,136.6,262.9,174.5,154.9,159.2,71.6
5431,24.7,136.6,262.9,174.5,154.9,159.3,71.5
5432,24.7,136.6,262.9,174.5,154.9,159.1,71.5
5433,24.7,136.6,262.9,174.5,154.9,159.1,71.5
5434,24.7,136.6,262.9,174.5,154.9,159.1,71.4
5435,24.7,136.6,262.9,174.5,154.9,159.1,71.4
5436,24.7,136.6,262.9,174.5,154.9,159.1,71.4
5437,24.7,136.6,262.9,174.5,154.8,159.2,71.5
5438,24.6,136.6,262.9,174.5,154.8,159.1,71.5
5439,24.6,136.7,262.9,174.5,154.8,159.1,71.5
5440,24.7,136.7,262.9,174.5,155,159.1,71.4
5441,24.6,136.7,262.9,174.5,155,159.1,71.5
5442,24.7,136.7,262.9,174.5,154.9,159,71.4
5443,24.7,136.6,262.9,174.5,154.9,158.9,71.5
5444,24.7,136.6,262.9,174.5,154.9,159,71.5
5445,24.7,136.7,262.9,174.5,154.9,159.2,71.5
5446,24.6,136.7,262.9,174.5,154.9,159.2,71.5
5447,24.6,136.7,262.9,174.5,154.9,159,71.7
5448,24.7,136.7,262.9,174.5,154.9,159.1,71.7
5449,24.7,136.7,262.9,174.5,155,159,71.6
5450,24.7,136.7,262.9,174.5,155,159,71.5
5451,24.7,136.7,262.9,174.5,155,159,71.5
5452,24.7,136.7,263,174.5,155,159.2,71.5
5453,24.7,136.7,263,174.5,155,159.1,71.5
5454,24.7,136.7,263,174.5,155,159,71.5
5455,24.7,136.7,263,174.6,155,158.9,71.4
5456,24.7,136.7,263,174.5,154.9,159.1,71.4
5457,24.7,136.7,263,174.6,155,159.1,71.5
5458,24.7,136.7,263,174.6,154.9,159.2,71.5
5459,24.7,136.7,263,174.6,154.9,159.2,71.4
5460,24.7,136.7,263,174.6,154.8,159.1,71.4
5461,24.7,136.7,263,174.6,154.8,159.3,71.4
5462,24.7,136.7,263,174.6,154.8,159.2,71.3
5463,24.7,136.7,263,174.6,154.8,159,71.3
5464,24.7,136.7,263,174.5,154.8,159,71.3
5465,24.7,136.7,263,174.6,154.8,159.1,71.4
5466,24.7,136.7,263,174.6,154.8,159.1,71.3
5467,24.7,136.7,263,174.5,154.8,159.2,71.4
5468,24.7,136.7,263,174.6,154.8,159.2,71.5
5469,24.7,136.7,263,174.6,154.8,159.2,71.4
5470,24.7,136.7,263,174.6,154.8,159.3,71.4
5471,24.7,136.7,263,174.6,154.8,159.1,71.3
5472,24.7,136.7,263,174.6,154.8,159.1,71.4
5473,24.7,136.7,263,174.6,154.8,159.2,71.5
5474,24.7,136.7,263,174.6,154.8,159.2,71.4
5475,24.7,136.7,263,174.6,154.8,159.1,71.5
5476,24.7,136.7,262.9,174.6,154.8,159.1,71.6
5477,24.7,136.7,263,174.6,154.8,159.1,71.6
5478,24.7,136.7,263,174.6,154.8,159.2,71.6
5479,24.7,136.7,262.9,174.5,154.8,159.2,71.5
5480,24.7,136.7,263,174.5,154.8,159.1,71.4
5481,24.7,136.7,263,174.5,154.8,159.2,71.3
5482,24.7,136.7,263,174.5,154.8,159.4,71.2
5483,24.7,136.7,263,174.5,154.7,159.3,71.2
5484,24.7,136.7,262.9,174.5,154.8,159.2,71.2
5485,24.7,136.7,263,174.6,154.8,159.3,71.2
5486,24.7,136.7,262.9,174.6,154.8,159.1,71.2
5487,24.7,136.7,262.9,174.5,154.8,159.3,71.2
5488,24.7,136.7,262.9,174.6,154.8,159.2,71.2
5489,24.7,136.7,262.8,174.5,154.7,159.4,71.3
5490,24.7,136.7,263,174.6,154.8,159.2,71.3
5491,24.7,136.7,262.9,174.6,154.8,159.3,71.2
5492,24.7,136.7,262.9,174.6,154.8,159.2,71.4
5493,24.7,136.7,262.9,174.7,154.8,159.2,71.4
5494,24.7,136.7,262.8,174.7,154.8,159.1,71.2
5495,24.7,136.7,262.9,174.7,154.8,159.1,71.4
5496,24.7,136.7,262.8,174.6,154.8,159.2,71.2
5497,24.7,136.7,262.8,174.7,154.8,159.1,71.2
5498,24.7,136.7,262.9,174.6,154.8,159.2,71.2
5499,24.7,136.7,262.8,174.6,154.8,159.2,71.2
5500,24.7,136.7,262.8,174.6,154.8,159.4,71.1
5501,24.7,136.7,262.8,174.6,154.8,159.2,71.2
5502,24.7,136.7,262.9,174.6,154.8,159.2,71.2
5503,24.7,136.7,262.7,174.6,154.8,159.2,71.2
5504,24.7,136.7,262.9,174.6,154.8,159.2,71
5505,24.7,136.7,262.7,174.6,154.8,159.4,71
5506,24.7,136.7,262.9,174.6,154.8,159.2,71
5507,24.7,136.7,262.9,174.6,154.8,159.2,71
5508,24.7,136.7,262.9,174.6,154.8,159.3,71
5509,24.7,136.7,262.9,174.6,154.8,159.1,71
5510,24.7,136.7,262.9,174.6,154.8,159.3,71
5511,24.7,136.7,262.9,174.6,154.8,159.3,71.1
5512,24.7,136.7,262.9,174.6,154.8,159.2,71
5513,24.7,136.8,262.9,174.6,154.8,159.2,71
5514,24.7,136.7,262.9,174.6,154.8,159.2,71
5515,24.7,136.8,262.9,174.6,154.8,159.3,71.1
5516,24.7,136.8,262.9,174.6,154.8,159.2,71.1
5517,24.7,136.8,262.9,174.6,154.7,159.1,71.1
5518,24.7,136.8,262.9,174.6,154.7,159.1,71.1
5519,24.7,136.8,262.9,174.6,154.8,159.1,71
5520,24.7,136.9,262.8,174.6,154.7,159.1,71.1
5521,24.7,136.9,262.9,174.6,154.7,159.2,71
5522,24.7,136.9,262.8,174.6,154.7,159.1,71
5523,24.7,136.8,262.9,174.6,154.7,159.2,71
5524,24.7,136.8,262.9,174.7,154.7,159.1,71
5525,24.7,136.8,262.9,174.6,154.7,159.2,71
5526,24.7,136.9,262.9,174.6,154.7,159.1,71
5527,24.7,136.8,262.9,174.6,154.7,159.1,70.9
5528,24.8,136.9,262.8,174.5,154.7,158.9,70.9
5529,24.7,136.8,262.9,174.6,154.8,159.1,70.9
5530,24.8,136.8,263,174.6,154.8,159.2,70.9
5531,24.7,136.8,262.9,174.5,154.8,159.2,70.8
5532,24.8,136.8,262.9,174.5,154.8,159.3,70.8
5533,24.8,136.9,262.9,174.5,154.8,159.2,70.8
5534,24.7,136.8,262.9,174.5,154.8,159.1,70.7
5535,24.7,136.8,262.9,174.5,154.8,159.1,70.8
5536,24.8,136.9,262.9,174.5,154.7,159.2,70.7
5537,24.8,136.8,262.9,174.5,154.7,159.2,71
5538,24.7,136.8,262.9,174.5,154.7,159.3,70.9
5539,24.7,136.8,262.7,174.5,154.8,159.1,70.8
5540,24.7,136.8,262.8,174.5,154.7,159.1,70.7
5541,24.7,136.8,262.9,174.5,154.7,159.2,70.8
5542,24.7,136.8,262.9,174.5,154.7,159.1,70.8
5543,24.7,136.8,262.9,174.5,154.7,159.2,71
5544,24.7,136.8,262.9,174.5,154.7,159.1,71
5545,24.7,136.8,262.8,174.5,154.6,159.1,70.8
5546,24.7,136.8,262.7,174.5,154.6,158.9,70.8
5547,24.7,136.8,262.8,174.5,154.6,159.1,70.9
5548,24.7,136.8,262.8,174.5,154.6,158.9,71.1
5549,24.7,136.8,262.8,174.5,154.6,159.2,71
5550,24.7,136.8,262.8,174.5,154.6,159.3,71
5551,24.7,136.8,262.8,174.5,154.6,159.1,71
5552,24.7,136.8,262.8,174.5,154.7,159.2,71
5553,24.7,136.7,262.8,174.5,154.7,159.2,70.8
5554,24.7,136.8,262.8,174.5,154.7,159.1,70.9
5555,24.7,136.8,262.8,174.5,154.7,159,71
5556,24.7,136.8,262.7,174.5,154.8,159.2,71.1
5557,24.7,136.8,262.7,174.5,154.8,159.4,70.9
5558,24.7,136.8,262.8,174.5,154.8,159.3,70.9
5559,24.7,136.8,262.8,174.5,154.8,159.1,70.9
5560,24.7,136.8,262.9,174.5,154.8,159.1,70.8
